text,reply count,like count,sentiment,
Apa Mereka Bisa Dikatakan Elit Global..?,0,0,,
"Salut sama video ini. 
 saya setuju dgn teman2 di khususnya kebon jeruk hayam wuruk akan membantu membuka mata anak indonesia betapa sudah rapuhnya indonesia dgn adanya tambang2 ini.
 Kita sudah hrs berfikir keras untuk generasi penerus kelak agar bisa mencari jln keluar dan meminimalisasikan penggunaan batu bara...
 Sekali terima kasih watch doc team...kalian luar biasa...",0,0,,
"Apa kelak yg akan pemerintah Jawab di hari KIAMAT tentang jeritan rakyatnya
 ðŸ˜¥ðŸ˜¥ðŸ˜¥",0,0,,
Ga ada pltu ga ada listrik ga ada listrik kalian ga bisa nonton vidio ini namamya juga perkrmbangan jaman pasti ada yang namanya pengorbanan,0,0,,
"semoga bermanfaat untuk NKRI, mudah2an mereka yang diatas melihat",0,0,,
Tolak tambang di pegunungan meratus Kalimantan Selatan. Jangan sampai pegunungan meratus jadi seperti ini. #savemeratus,0,0,,
Kalau seandainya PLTU itu bahan bakarnya yang memakai batu bara dinganti dengan sampah yang menumpuk di TPA bisa kah? #pertanyaanorangawam,1,2,,
"Allhamdullilah golput .
 
 Apalagi dengan adanya film ini jadi membuka mata saya..",0,1,,
"Kok nggak trending yaahh, sama mencari dipencarian juga nggak lngsung muncul tuh sexy killer, harus ngetik sampai habis",0,1,,
"Semua orang terlibat
 Dalam kepentingan",0,0,,
ini baru sebagian kecil dari permasalahan lingkungan... mungkin butuh pembahasan tentang freeport dll yang merusak alama dan terdampak bagi mereka yg berdekatan,0,0,,
Solusinya energy panas Bumi...,0,0,,
Jakarta menghasilkan apa ? Hahahaaha,0,0,,
Disini aku baru sadar mengapa alam gak berhenti-henti menyerang kita. Karna kita sendiri yang membuat mereka murka. Saya harap ada kesadaran bagi pemerintah mau pemimpin kita.,0,0,,
"Kualitas film dokumenter yang sangat membanggakan, salut kepada kru film dan juga aktifis lingkungan. Semoga para korban mendapatkan keadilan.",0,0,1,
Cuma mau nanya...ini beneran nggak sih kalau komen negatif untuk video ini bakal di delete komennya? Cuma mau bilang... videonya nggak ngasih solusi.,0,0,0,
"Speechless liat video ini, keliatan semua para penguasanya !!!",0,0,,
Pojok kanan atasnya kirain ada gambar national geographic,0,1,,
Aneh ya kok ga jadi trending topik,0,0,,
Video terbaik yg pernah sy tonton.. salut n respect untuk semua kru yg sdh merilis video dokumenter ini..,2,3,,
"Napa gak trending gitu, yg trending malah grebek2 bangsat itu, sama lagu2 luar yg lu juga kaga tau artinya",7,184,,
Nasihat positifnya. Segitu banyaknya efek pmbangkit listrik dan krna kita pemakai listrik maka hemat2lah memakai listrik. Dg begitu tidak ada penambahan2 PLTU selanjutnya,1,6,,
11.40 oh adekk berbaju orange hahahay syantik,0,0,,
"Saya bekerja di PLTU, Tapi kita Punya AMDAL yang bagus, In sha Allah kita mengoperasikan PLTU sebaik mungkin,tanpa mengurangi kepedulian kami terhadap masyarakat disekitar, Dan kami jg berjuang untuk menerangi Bumi Ini,",0,3,,
Assalamualaikum. Movie terbaik tahun ini. Best of the beast,0,4,,
"Smw org n smw rezim...jg punya crita...
 Hrs pandai menykapi...
 Bhkn yg bikin film pin ad mksd",1,3,,
"Gabisan berkata kata lagi filmnya masyaa Allah bagussss bgt,semoga selalu diberkahi",0,27,,
Penjahat lahan HGU di jadikan tambang tanpa tutup lubang galian,0,0,,
"Benar kata"" Mike marjinal bahwa Indonesia butuh sistem pendidikan yg tak hanya sekedar menghasilkan sebuah gelar sarjana tapi Indonesia butuh sistem pendidikan yg lebih bisa memanusiakan manusia sebagai manusia
 #",0,0,,
"Mungkin , yang ada di benat pikiran sebagian para tetinggi... selebar apapun mulut kalian, sebesar apapun yang kalian lakukan... kalian tetaplah rakyat yang tidak akan bisa mengalahkan kami.
  Allah memerangi kalian para koruptor.",0,0,,
"yg unlike, pemerintah atau anak pejabat tambang nya ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",2,0,,
"Yang nonton jangan cuma nonto, klen subs lah supaya mereka sedikit balek modal...
 Segitu banyak yg tonton dibanding subsnya jauh",0,0,,
Kita butuh presiden seperti AHOK & Bu RISMA FIX ITU AJA. Klw presiden skrng gk yakin guee..,1,0,,
Thanks video KERENny. Setelah nntn video ini gw akhirnya tau siapa org yg paling diuntungkan ketika subsidi listrik d cabut dan tarif dasar listrik dinaikan. Seorang menteri yg selalu terlibat dlm sgala hal. #LBP,1,39,,
"Terjawab sdh anomali yg terjadi terhadap bangsa ini karna the power of energi......,jangan kaget nanti ada perusahaan yg namanya barakobar energi cuk cuk,selama ini gue ketipu kesederhaan",0,0,,
"Ayo anak anak muda kita butuh energi terbarukan
 .",0,0,,
Setelah menonton film-film ini saya tersadar bahwasanya rakyat jelata hanyalah sebatas patung yang bernyawa di bumi Pertiwi ini,0,0,,
Saya baru paham ditanya soal tambang di debat capres ditutup cepat karna ini toh ??? Oalah ðŸ¤”ðŸ¤”ðŸ¤”,3,12,,
Halo para kubu yg berdebat siapa yg menang menjadi penguasa di negri ini apakah anda sudah menonton cerita singkat di negri ini???,0,0,,
"Kok bisa ya, orang berotak hewan kek dia jadi gubernurðŸ¤”",0,0,,
"Coba aja indonesua impor batubara, keknya bisa indonesia ekspor beras lagi, gmna mau ekspor beras klo sawah aja buat PLTU",0,0,,
Ternyata permainan mereka,0,0,,
Respek buat yg bikin documentary ini.. Hebatt,0,0,,
"Pemerintahan macam apa iniâ“â“ðŸ˜¦
 Bekas galian Bilangnya bakal ditutup.., trus pertanyaan gua pasir darimana yg buat uruk? Kalo ujung""nya buat lubang lagi dan ditambang trus pasirnya di jual..
 Mungkin waktunya indonesia di pimpin orang seperti Tri Rismaharini.. Biar tambah hijau bukan tambah gundul",1,0,,
"Harus ditayangkan di seluruh wilayah Indonesia sih, film ini terlalu keren bang ðŸ˜‚âœŠðŸ‘ semangat dan terus berjuang kawan kawan ðŸ‘Š",0,0,,
Semoga crew atau pihak yg berperan dalam misi ini selalu di beri kesehatan dan rizki yang melimpah,0,0,,
"diazab sm Tuhan pake tsunami tuh biar melek pada yaaa. Semoga Indonesia lebih baik dan ada jalan keluar untuk ini.
 Yang unlike video ini entah masih punya hati nurani atau nggak.",0,0,,
film yg sangat bagus smoga ada pandangan dari pemerintahan sedih negri ku tempat khancuranku,0,0,,
"Kata guruku dulu kita harus bangga menjadi anak indonesia, owh ini toh bangganya menjadi anak indonesia, iya iya iya...",0,0,,
Semoga yg membuat film ini sehat selalu,0,0,,
Kalo g ada tambang.. dunia gimana dekarang??,0,0,,
saya ingin menarik suara saya yg sudah tercatat di KPU ðŸ˜¢,0,0,,
"saya 100% setuju dan respect dengan produser dan semua kreatif di film ini. tetapi, menurut kacamata saya..
 kita rakyat indonesia itu emang punya masalah yang sangat solid terikat, masalah orang besar dan orang kecil, yang pada dasarnya berarti pendidikan yang layak itu tidak semuanya dapat di negeri ini. sy tau sangatlah susah menjadi rakyat yang bersangkutan dan dirugikan dengan adanya pt pt itu, namun ada alasan lain. KAPAN INDONESIA MAJU? kalau dari dulu selalu ini masalahnya ""rakyat kecil dan rakyat besar"" ini sudah jadi frame trouble di sini. semoga kalian dilindungi tuhan abang2 pembuat film ini. semoga kalian tidak hilang. sungguh film yang sangat menyentuh hati saya, apresiasi saya dari hati yang terdalam.",0,0,,
"Yang resmikan siapa..???
 Dan Yang membunuh masyrakat setempat perlahan2 siapa..??
 2019 GANTI PRESIDEN",5,1,,
Kita share rame2. Ke media online lainnya yg setuju like,0,0,,
"teruntuk orang orang yang punya pemikiran pintar.
 jangan cuma demo dan menuntut saja
 sama2 bangun bangsa ini, sama2 cari solusi pengganti PLTU
 dengan sendiri ny PLTU tidak akan di bangun lagi.
 sama2 cari solusi agar negara ini tidak berpatok hanya dengan SDA.
 gunakan lah otak pintar mu untuk membantu negara ini mencari solusi terbaik.",0,0,,
Terimakasih aku lebih tau Indonesia ku seperti apa..,0,0,,
"Astagfirullah haladzim, malu saya ya Allah :( ampunilah bangsa kami yang dzalim dan rakus :(",0,0,,
"Kita sebagai rakyat hanya perlu membagikan dan membangkitkan respect umat Indonesia yg tertindas ini oleh petinggi"" negara ini",0,0,,
Sikap santai pemerintah mengejutkan.Berdoa saja agar datang pemimpin yang benarâ€ tegas menindak hal ini.,1,2,,
Harus kah masyarakat kembali turun ke jalan kya thun 1988...supaya para pejabat sadar,0,0,,
"yang pasti kita butuh listrik,kita jangan ambil sisi negatif nya aja,kita apresiasi pembangunan PLTU, untuk kebutuhan masyarakat sendiri,tinggal pemerintahny tolong beri keadilan se adil-adilnya untuk masyarakat sekitar,",2,2,0,
"Lanjutkan abang abang semua, gores tipis muka muka pemerintah yg tak mau tau akan rakyat jelata... ðŸ‘Š",0,2,,
"Indonesiaku sayang, Indonesiaku MALANG ðŸ¤¨ðŸ¤¨ðŸ¤¨",0,0,,
Nonton ini jokodok kecebong.,0,0,,
Biadab anjing,0,0,,
Hebat ya tikus2 berdasi di indonesia ini___gue lebih salut lagi sama anak2 nya jokowi_ketauan juga belang nya,9,13,,
"Sedih rakyat tertindas 
 lucu ni elitis pada diem Bae tutup telinga kayak yang budek 
 dan disini respect banget dah",0,0,,
Kok mentri itu bilang.. Yg bikin video ini kurang kerjaan .. Why ??,0,0,,
"Ko sudah 18 jt X nnton belum tranding yah..
 Padahal ini wajib tranding loh.
 Like biar trandingðŸ‘",0,0,,
"GUBERNUR COCOTMU RUSAK!!
 gak mergo masyatakatmu koe ora dadi wong cok!!",0,78,,
Astagfirullah ðŸ˜­ kasihan yg meninggal...,0,0,,
"Mungkin suatu saat film ini akan di usut dan di kupas tuntas. Tapi entah dengan siapa, mungkin bukan dengam TV Swasta atau acara TV yang biasanya selalu mengundang orang2 hebat negri ini. 
 
 Dan saya yakin masih ada kelanjutan dari cerita ini. Kamu tunggu dengan setia. Terimakasih sudah membuat kami sadar.
 
 Saran: bisa di buatkan dalam 3 bahasa agar dunia tau ""Indahnya"" Indonesia",0,1,,
Gubernur apa macam ituu tanggapan kaya anak sd,0,0,,
Download sebelum hilang dari pandangan,0,1,,
"15:55 mantap sekali setelah tau banyak org yang meninggal karna lubang tambang tetap bisa ""TERTAWA""",0,21,,
"terimakasih telah membuka pikiran kami, tanpa iklan! luar biasa.. salute!",0,0,,
"Banyak istigfar liat film ini... sepertinya mungkin memang kita sudah saatnya belajar bikin panel listrik sendiri & tidak tergantung dengan pln... banyak berdoa sama Allah Ta'ala, lbh peduli dengan lingkungan sekecil apapun, berhemat listrik. ingat banyak saudara kita yg terzolimi disana. :')",0,0,,
"di menit 1:27:41-1:27:51 saya setuju dengan pace.
 ""kalau listrik masuk itu dapat merusak budaya.
 jadi kalau listrik tidak masuk,
 kami senang karena budaya kami tidak rusak.""
 -pak ce 
 
 ya intinya kalau kita mau memakai listrik resikonya alam akan rusak. dan kalau kita tak memakai listrik alam akan terjaga dan kita akan menjadi seperti orang dulu (orang primitif)",1,4,,
Beralih ke energi ramah lingkungan.,0,0,,
18.26 itu siapa ya? Dari partai apa..? Salut buat beliau,0,1,,
Tambang MAS Tambang Minyak sekalian biar pengetahuan kita semakin bertambah dan lebih peduli kepada lingkungan ðŸ’ªðŸ™,0,5,,
"Saya jadi tau mengapa ada RUU tentang panel surya ternyata monopoli , salut bang udah bikin video ini ðŸ‘ðŸ‘ðŸ‘ndak 1 ndak 2 sama saja",0,0,,
"Sektar menit 13 an, keslahan trsebut salah satu nya dri orang tuo. Udah tau di larang, tapi gak di cegat untuk mandi.",0,0,,
"Sesungguh nya tiada lagi monster yg kejam di dunia ini, melainkan manusia.. 
 Yg memakan segalanya. Gajah dan harimau pun takut dengan manusia..
 Dan hanya menunggu di mana waktunya alam akan murka terhadap keserakahan manusia..",0,0,,
Kenapa berita2 yang kek begini ga pernah tayang di tv nasional ðŸ˜”,0,0,,
"Film Dokumenter yang luar biasa, terima kasih mas dan mbak yang bikin Film. Film ini telah membuka mata hati lebih luas lagi..., salut..",0,0,,
Tolak PLTU dan PLTPB G.Slamet!!!!!!! GREENPEACE,0,0,,
Menit terakhir sedih :(,0,0,,
"ya begini kawan2 producer movie sexy killer, juga khalayak ramai netizen dan semua org agar tidak gagal faham ya, harus disadari bahwa fakta regulasi itu bertingkat, puncak nya adalah ""tanda petik"" para pemenang world war II (di bawah payung pbb & world bank dll lembaga bikinan mereka), regulasi internasional tsb sangat determinan thd regulasi nasional walau payung utamanya UUD 45, (misal derivatif UUD 45 psl 33 salah satunya UU ttg tambang mulai pada UU no.11/1967 sejak rezim orla tumbang diganti orba, dst perubahan2 nya hingga kini) pun demikian ttg UU ke-agraria-an dll termasuk lingkungan hidup, apapun yg terkait dgn itu akan menjadi ""under-pressure"" status dan sifatnya. lah kenapa bisa begitu? lah kita juga harus bercermin, pada world war II apa kita sudah jadi nation? atau state yg berdaulat? saat itu kita masih kerajaan2 kecil juga yg sedang dijajah oleh mereka yg saling berperang (pemain utama world war II). fahami dulu itu sadari dulu itu. jadi bahwa payung hukum kita adalah UUD 45 (yg sdh carut marut di amandemen bbrp kali ini) itu masih semu dan rombeng, karena diatasnya masih ada super payung hukum ... u know lah, yg jelas namanya bukan UUD 45, terus ada pertanyaan, berarti kita tdk berdaulat penuh dong? ini juga tolong difahami supaya tdk gagal faham, jawabnya begini: setiap negara/bangsa yg bukan pemain kunci atau berperan besar sbg para pemenang world war II sebenarnya adalah ""kedaulatan bersyarat"" atau ""ada kesepakatan tanda petik didalamnya"", semuanya, tanpa kecuali, kalau melawan maka negara/bangsa tsb akan ""disikat"" noh lihat buktinya sdh banyak, kan?",0,0,,
Bisa gak sih yang menikmati susah dan penyakit itu hanya mereka2 yang punya kuasa bukan malah masyarakat sekitar tersebut? Bangsat,0,0,,
Ya allah 18juta gak trending suka bingung,0,0,,
"Saya merinding dengan film ini, saya juga salut dengan yg bikin video ini, karna dengan video ini kita disadarkan, dengan video ini kita tau bagaimana keadan susara kita di kalimantan :'( saya sangat yakin sekali, film ini ngk bakqlqn di izinkqn tayang di tv maupun di bioskop, satu kata buat kalian para santri yg bikin video ini, hebaaat, kaliqn bener2 hebaaat",0,0,,
oh pantesan Binsar ngotot mo menagin jokowi mo nyelamatin perusahaannya pak. Erik Tohir jga gabung kesono untung Sandi Uno jual sahamnya. Luhut lebih parah di tanya pur2 gk tahu. Negri yg aneh....,8,29,,
Paham sekarang kenapa Di akhir acara ada crew Greenpeace ....sebenarnya ada bagusnya juga penolakan kongkang batubara yang lewat melintasi pulau 2 dan merusak alam dan pantai sekitarnya ......emang kita butuh listrik tapi pemerintah juga harus tahu untuk membuat dan tidak menysahkan warga sekitar.....kalo udah seperti ini apa yang bisa kita lakukan cuma melihat dan pasrah aja .....,0,0,,
ini yang dislike pendukung yang punya banyak PT,0,0,,
"TIDAK BERTAMBANG MAKA KACAULAH NEGARA KITA, BBM NAIK KARNA BELI DARI MAMCA NEGARA, LISTRIK MAHAL KARNA BATU BARA DIBELI DARI KOREA, EMAS TIDAK DIKENAL LAGI KARNA MAHAL SEBAB DIBELI DARI LUAR NEGRI.
 
 Kalau pertambangan sesuai aturan bumi tdk hancur, kalau warga yg bertambang rata2 Bumi hancur krn tdk bekas tambang tdk dijalankan sesuai standar.",0,0,0,
Susah kalo otaknya bukan pentingin kemaslahatan rakya tapi kekuntungan pribadi. Negara lain sudah sibuk buat ngelindungin alam kita masih sibuk merusak alam. Tenaga Angin. Geotermal panas bumi. Tenaga surya.tenaga Air. Sudah ada teknologinya kenapa ga kembangin itu???,0,0,,
Giliran audrey aja pada cepet,0,3,,
Listrik bisa di ambil dari angin ombak sma sinar matahari apakah benar ?,0,0,,
"Sedih liatnya lgsg kaya dibuka bgt matanya liat video ini ðŸ˜­ðŸ˜­
 Nyesel milih salah 1 diantara 2 paslon itu ternyata mereka lah yg menjajah rakyatnya sendiri !!!!
 Semoga semua team yg bikin film ini slalu dalam lindungan allah SWT aamiin...
 #saveenergy",0,1,,
"Benar yg dikatakan dedy corb mari kita mulai dari kita sendiri dengan menghemat air..listrik..dll. Jangan disaat melihat melihat video ini kita merasa iba/marah tapi kita masih mencemari lingkungan. Itu sama saja bohong. Semoga aturan pertambangan,, amdal dll bisa lebih diperketat agar tidak ada lgi korban. Semoga Indonesia jadi lebih baik,, amin.",0,0,1,
"Kembalikan hutan kami, apabila tdk dpt mengembalikan jgn teruskan untuk merusak hutan kami dan bumi ini",0,0,,
Pemerintah tidak melihat rakyat kecil. pemerintah lebih mementingkan pengusaha2 kaya.. Rakyat kecil di jajah oleh pengusaha2 kaya dan pemerintah yg tidak melihat keadaan rakyat kecil miris liat indonesia kayak gini mana keadilan untuk rakyat kecil!!!.,0,0,,
"keren! video ini adalah video jurnalistik atau dokumenter yang menjumpai setiap narasumber di lapangan. menurut saya tidak ada unsur politik di dalamnya. hanya saja beberapa konten infografik ditarik pada kaitan politik di masa pemilu. sebuah karya anak bangsa yang perlu diapresiasi karena pembuatannya membutuhkan waktu yang sangat panjang.
 
 saya tunggu karya dokumenter anda lainnya ðŸ‘ðŸ»",0,0,,
"Sungguh menyayat hati, terbungkam seribu bahasa, berlinang air mata yg terasa dekat dalam kesedihan sang korban dari Pemerintah INDONESIA & oknum perusahaan yg mengerup untung lebih banyak sehingga masyarakat setempat yg harus menderita.
 Bukan menebar kebencian yg di tuangkan dlm kalimat ini tp selaku sesama umat beragama ( kami kaum manusia) agar mempermudah mencerna pemikiran dan jempol bagi kaum yg ngdis dokumenter ini. 
 Respect untuk anggota yg membuat ducumenter ini selalu dlm lindungan Allah SWT dan dipermudah rejekinya Amin. Just recommend (TONTON LAH SAMPAI SELESAI).",0,0,,
"Please share, ayo kawan bantu kakak dan abang pembuat film ini siapapun itu mereka berniatan baik, tujuan mereka agar semuaorang tau betapa berhargany bumi pertiwi,bukan hanya untuk kepentingan para elite",0,0,,
Sedih liat Indonesia ku ðŸ˜¢,0,0,,
"Cuma ga ngerti aja sama yang berkoar-koar marah sama pemerintah, tapi ga berkaca sama diri sendiri. Gue juga kesel, tapi sadar... ada mereka karena ada permintaan. Mayoritas dari kita pasti ngegunain listrik kan? Kalau mau pake tenaga selain batu bara yang notabene paling murah, emang pada mau kalau harga listrik mahal? Yakin ga demo? Bilang pemerintah ga pro rakyat? 
 
 Lagipula kita juga seharusnya bercermin. Pemerintah nggak akan bisa bekerja sendiri tanpa masyarakat begitu pula sebaliknya. Kita yang disekolah negeri pasti nikmatin biaya sekolah gratis dan kuliah dengan biaya murah, tapi banyak dari kita yang ga memanfaatkan kesempatan emas itu dengan baik. Harusnya kita belajar yang bener, biar bisa kasih solusi, cari tenaga apa yang bisa gantiin batu bara.
 
 Bukannya apa, gue rada ga demen aja sama orang yang cuma bisa protes, bisanya kritik doangggg, tanpa memikirkan solusi dan jalan keluarnya.",4,17,0,
Benar-benar pembunuh yang teramat sexsih...,0,0,,
"Dh seminggu an film documenter ini seliweran di timeline gw, tp gw mls mo nonton karena gw pikir film paan sih nih n durasinya lama.
 Td pagi tmn gw cerita tentang film ini dia blng ""you should watch this movie"" n bnr stlh gw nonton it really open my mind, n durasi 2 jam itu msh kurang, msh bnyk yg hrs di kupas tentang lingkungan hidup atleast biar kita lbh aware sm apa yg terjadi di sekitar kita. Keep up guys, bikin lg film2 spt ini yg membuat pikiran kita lbh terbuka.",0,0,,
Puji Tuhan Semesta Alam,0,0,,
Daftar masuk ke ILC dan Mata Najwa,0,0,,
tidak manusiawi dengan menutup mata rapat rapat,0,0,,
18 juta lebih penonton hanya dalam 10 hari dan ga trending...luar biasa...,1,1,,
"thanks for this video, kami yg merupakan mahasiswa pertanian ikut prihatin dengan kondisi alam Indonesia. Kedepannya semoga Indonesia akan terus lebih baik ðŸ˜‰
 
 Semua warga Indonesia harusnya bisa menonton video ini 
 Keep our world to green age !
 
 #mahasiswapertanian
 #unsri #gogreen",0,0,,
"setinggi tingginya pemerintah, kalo masyarakat bersatu kata aku mereka gaakan bisa apa apa.. jangan sampe kita terpecah belah karna mereka sendiri kalo menurut pemikiran aku si anak baru gede ini",0,1,,
"Sedih lihat indonesia yg kita kenal dengan banyak pulau yg indah , ternyata semua karena penghancuran sebuah desa dan pengorbanan rakyat2 kecil ini :â€™(",0,0,,
"Gue respect atas karya ini, tentang visinya, tentang perjuangannya, juga tentang resiko yang nanti akan dihadapi. Sebenernya kalian team yang terlibat dalam video inilah pahlawannya. Sebelum kami melihat dan menonton, kalian juga pasti udah ngerti nggak ada yang bisa dilakukan untuk menyelesaikan masalah besar ini. Bumi semakin rusak, orang yang tamak, lalu kita yang enggan untuk peduli. Didalem nya ada MUI loh, ulama junjungan kita. 
 Sexi killer baiknya dibuku kan. 
 Nama-nama kalian harus di ingat. 
 Kita nggak mau ini trending sekarang lalu nanti menghilang, seolah kita semua lupa kalo ada ancaman besar didepan.",0,0,,
"kami yang di kalimantan sangat berterima kasih atas hadir nya video ini...!!
 okee setuju terimakasih.",11,545,,
"Perjuanganku lebih mudah karena melawan penjajah, perjuangan kalian akan lebih sulit karena melawan bangsa sendiri-bung karno",0,0,,
"Tetap semangat memihak pada alam dari para para elite,,",0,0,,
Ini baru 5 tahun memimpin ya allah mohon beri kami pemimpin yg mngerti rakyat mngerti tangisan kami. Ya allah jgn tambah lagi beban negeri ini dengan pemimpin yg hanya bisa senyum. Nangis nonton ini. Sumpah ni film bikin mata sadar,0,0,,
Emosi gua liat gubernur kaltim,0,0,,
Ama pak prabowo saya yakin bisa di selesaikan kesedihan Indonesia,0,1,,
Tayangin di seluruh saluran Tv Indonesia,0,0,,
Intinya dari semua kejadian ini jangan melihat dari satu sisi saja karena semua itu toh juga kita yang menggunakan fasilitasnya. Banyak berdoa dan semoga semua masalah di negri ini terselesaikanðŸ™ðŸ™,0,0,0,
"Teryata cuma meubel yg diangkat supaya dianggap sederhana,kenapa ga pisang goreng aja biar lebih merakyat",0,1,,
ya ALLAH mudahkanlah urusan dan perjalanan mereka:(( sedih kali nangissss jdnya:((,0,0,,
"Yang banyak duit semua bisa d beli..
 Hmmm hmmmm",0,0,,
"Keren bung anda bisa riset sedetail itu, kagum gw ðŸ‘ðŸ‘",0,0,,
"Gua yakin ni yg dislike pasti antek""nya perusahaan yg mentiin individu masing"" ..",0,0,,
Sangat bermanfaat,0,0,,
Mengapa panel surya tidak di galakkan ?,0,0,,
gua menyeusal kemarin tidak golput saja...ternyata negara ini hanya jadi mainan DUA kubu tersebut yang mana saya asumsikan dua orang tersebut ternyata satu golongan....,0,0,,
ganti PLTU dengan PLTN (nuklir),0,0,,
Garam impor . Ternyata petani garam indonesia sendiri di gusur !,0,0,,
Mungkin saat nya pake panel surya disamping dak bayar bulanan. Pasti lebih irit kali ya??,0,0,,
Segalanya gak tertib nih kalo di negeri ini. Sedih.,0,0,,
"KESIMPULAN SAYA....
 Peradaban itu Penting, tp yg lebih penting bagi saya Hak kebutuhan dasar hidup dari manusia itu sendiri. 
 Bukankah peraturan itu di buat agar ada keseimbangan. Bagimana bisa membangun peradaban tp melanggar aspek kemanusiaan. Untuk siapa peradaban ...?? 
 Aku , Kamu, Kalian, Masyarakat, Dan Bangsa. ??
 Siapa yang bertanggung jawab atas ketidak seimbangan yg berlangsung dan entah akan sampai kapan berlangsung,??",0,0,,
"Saya setuju PLTU2 itu punya dampak negatif. Seandainya PLTU2 itu d hentikan operasinya, sekarang saya balik bertanya apakah kalian bisa hidup tanpa listrik?",1,0,0,
"Akhir zaman, yang telah mati di keruk untuk menjadi kepentingan pribadi dan berdampak sangat sangat buruk
 ""Dari yang mati, untuk menjemput kematian"" innalillahi wa innalillahi rojiun",0,1,,
Pemerintah berpihak pada rakyat? Think again bro,0,0,,
Mari angkat video ini,0,0,,
"Salut bang, sehat selalu dan semangat berkarya",0,0,,
Orang2 kaya raya ini ngga cinta sm negrinya atau ngga paham sm kesehatan lingkungan ya.. Semua kan ada Amdal nya. Kenapa ngga mau untungnya berkurang dikit buat benerin amdal. Klo ngga sadar dari dirinya sendiri ya susahðŸ˜­ðŸ˜­,0,0,,
Apalah daya ku yang hanya rakyat kecil. Gak tau apa apa.,0,0,,
Suara rakyat memang di butuhkan ketika pemilu.ketika mereka tertindas..eh semua kompak bungkam..,0,0,,
"Ya Allah sedih melihat bumi tercintaku semakin rusak. Tak kan ada lagi julukan jamrud katulistiwa, takkan ada lagi yang julukan indonesia negara agraris, swasembada pangan semakin jauh jika hanya mengandalkan impor dari luar, sedangkan harta sendiri dirusak. Ya Allah tegakkanlah keadilan di negeriku tercinta, tanah air? Mana yang namanya tanah air? Tanah dikeruk untuk dijadikan tambang, air hanya dijadikan sarana jalan untuk distribusi tambang. Semoga film dokumenter ini menjadi trending, semoga para petinggi petinggi negara melihat, memahami dan mengerti juga memberikan solusi yang tidak merugikan rakyat kecil, sudah cukup mereka menderita selama ini.",0,0,,
"Alhamdulillah Gubernur Anies Baswedan tidak termasuk di dalam kepentingan kelompok elite. Pak Anies cocok di calonkan menjadi presiden. Tegas dan berwibawa, mencintai rakyatnya, ikhlas bekerja.",0,0,,
mantap udah 18jt viewer semoga makin banyak yg melihat kebenaran ini,0,0,,
"apresiasi buat film ini, filmnya bagus sangat 
 cinta tanah air",0,0,,
Tontonan yg sangat bermanfaat .. Semoga di siarin di tv nasional,0,0,,
"Punya mata tapi tak melihat, punya telinga tapi tak mendengar, punya hati tapi tak memahami.",0,0,,
"Allahu Rabbi sedih sesedih-sedihnya semoga Allah memberikan rahmatnya kepada saudara2ku di Kalimantan ,Papua, di seluruh Indonesia yg telah di zalimi di nehri sendri. Dan d beri kesabaran dan jalan keluar dr segala permasalahan aamiin",0,0,,
1:05:59 katanya cuma jualan pisang dan martabak?? Bohong terus gk ada yg bisa dipercaya semua punya kepentingan pribadi.,0,0,,
Ini tidak akan berubah sebelum NEGARA API MENYERANG,0,0,,
"Innalillahiwainnailaihirrajiun. Mari hemat energi!! Maaf selama ini saya boros terhadap listrik, menghambur hamburkan listrik, tanpa tahu pengorbanan orang orang di luar sana untuk mendapatkan listrik ðŸ˜­ðŸ˜­ saya minta maaf yang sebesar besarnya",0,0,,
"2050 kebutuhan batu bara meningkat 5x lipat,2060 semakin meningkat,2069 akhirnya kita di jajah planet mars",0,0,,
"Yang tadinya tujuannya untuk mensejahterakan rakyat tapi malah sebaliknya ""sangat sangat merugikan rakyat"" dan ratusan jiwa meninggal karena dampak tersebut.
 miris,sedih banget,saya gak bisa membayangkan jika saya tinggal di daerah itu,dari video ini
 Saya belajar banyak,bahwa saya harus lebihÂ² bersyukur,atas nikmat Allah yang diberikan kepada saya.
 Dan semoga Allah membalas semua kezhaliman.",0,0,,
"Film dokumenter ini, membuka mata dan hati saya,
 Terimakasih atas terbitnya film ini. ðŸ™ðŸ¼ðŸ™ðŸ¼ðŸ™ðŸ¼ðŸ’•",0,0,,
"Masih dalam pertanyaan sampe gak habis mikir gubernur berbicara seperti itu. Seolah2 harga nyawa manusia itu seperti kue yg harganya seruban trus pas kita beli jatuh ke tanah dan dibiarin sambil bilang "" gpp aku bisa beli lagi "" oke maut , rezeki , jodoh itu sudah diatur tapi ya setidaknya ngomongnya jangan begitu gak kebayang gimana kalo seandainya bapak gubernur nyemplung kesitu trus warga lain juga melakukan hal yg sama bapak lakuin :(",0,1,,
"(15:30) Si keledai ini sedang ber stand up comedy ya ? 
 Maaf Pak anda tidak lucuðŸ˜¬
 
 
 
 Sama sekali tidak lucu ðŸ˜",0,0,,
"Saya lahir di samarinda, hingga sekarang 25 tahun saya di samarinda, dari awal ada nya pesut mahakam di sungai mahakam sampai sekarang sudah tidak ada, kami salah satu provinsi terkaya di indonesia, tapi tak pernah menikmati kekayaan tersebut, yang kami nikmati hanya lubang lubang bekas batu bara yang semakin banyak dan besar.. terima kasih untuk film ini",0,0,,
